mkoa,wilaya,shule,type,sex
Kilimanjaro,Moshi,MANGI MAREALE,ward,mixture
Kilimanjaro,Moshi,MANGI SABASI,ward,mixture
Kilimanjaro,Moshi,MANGI SINA,ward,mixture
Kilimanjaro,Moshi,MANGOTO,ward,mixture
Kilimanjaro,Moshi,MANUSHI,ward,mixture
Kilimanjaro,Moshi,MARINGENI,ward,mixture
Kilimanjaro,Moshi,MARLEX,ward,mixture
Kilimanjaro,Moshi,MASHINGIA,ward,mixture
Kilimanjaro,Moshi,MASOKA,ward,mixture
Kilimanjaro,Moshi,MATALA,ward,mixture
Kilimanjaro,Moshi,MAWELLA,ward,mixture
Kilimanjaro,Moshi,MBOKOMU,ward,mixture
Kilimanjaro,Moshi,MBONI,ward,mixture
Kilimanjaro,Moshi,MELI,ward,mixture
Kilimanjaro,Moshi,MIERESINI,ward,mixture
Kilimanjaro,Moshi,MKOMBOLE,ward,mixture
Kilimanjaro,Moshi,MLANGA,ward,mixture
Kilimanjaro,Moshi,MNINI,ward,mixture
Kilimanjaro,Moshi,MPIRANI,ward,mixture
Kilimanjaro,Moshi,MRERENI,ward,mixture
Kilimanjaro,Moshi,MRUWIA,ward,mixture
Kilimanjaro,Moshi,MSIRIWA,ward,mixture
Kilimanjaro,Moshi,MUUNGANO,ward,mixture
Kilimanjaro,Moshi,MWIKA,ward,mixture
Kilimanjaro,Moshi,OKAONI,ward,mixture
Kilimanjaro,Moshi,ORIA,ward,mixture
Kilimanjaro,Moshi,PAKULA,ward,mixture
Kilimanjaro,Moshi,RASESA,ward,mixture
Kilimanjaro,Moshi,RUKIMA,ward,mixture
Kilimanjaro,Moshi,SAKAYO MOSHA,ward,mixture
Kilimanjaro,Moshi,SHIMBWE,ward,mixture
Kilimanjaro,Moshi,SOMSOM,ward,mixture
Kilimanjaro,Moshi,SUNGU,ward,mixture
Kilimanjaro,Moshi,TEMA,ward,mixture
Kilimanjaro,Moshi,TPC,ward,mixture
Kilimanjaro,Moshi,UMBWE,ward,mixture
Kilimanjaro,Moshi,UPARO,ward,mixture
Kilimanjaro,Moshi,WERUWERU,ward,mixture
Kilimanjaro,Moshi cbd,ANNA MKAPA,ward,mixture
Kilimanjaro,Moshi cbd,J K NYERERE,ward,mixture
Kilimanjaro,Moshi cbd,KARANGA,ward,mixture
Kilimanjaro,Moshi cbd,KIBORLONI,ward,mixture
Kilimanjaro,Moshi cbd,KIUSA,ward,mixture
Kilimanjaro,Moshi cbd,KORONGONI,ward,mixture
Kilimanjaro,Moshi cbd,MAWENZI,ward,mixture
Kilimanjaro,Moshi cbd,MJI MPYA,ward,mixture
Kilimanjaro,Moshi cbd,MOSHI,special,male
Kilimanjaro,Moshi cbd,MOSHI UFUNDI,ward,mixture
Kilimanjaro,Moshi cbd,MSARANGA,ward,mixture
Kilimanjaro,Moshi cbd,MSASANI,ward,mixture
Kilimanjaro,Moshi cbd,RAU,ward,mixture
Kilimanjaro,Moshi cbd,REGNALD MENGI,ward,mixture
Kilimanjaro,Mwanga,CHAANGAJA,ward,mixture
Kilimanjaro,Mwanga,DR ASHAROSE,ward,mixture
Kilimanjaro,Mwanga,JIPE,ward,mixture
Kilimanjaro,Mwanga,KAMWALA,ward,mixture
Kilimanjaro,Mwanga,KIFARU,ward,mixture
Kilimanjaro,Mwanga,KIGHARE,ward,mixture
Kilimanjaro,Mwanga,KIGONIGONI,ward,mixture
Kilimanjaro,Mwanga,KILEO,ward,mixture
Kilimanjaro,Mwanga,KILOBENI,ward,mixture
Kilimanjaro,Mwanga,KIRYA,ward,mixture
Kilimanjaro,Mwanga,KISANGARA,ward,mixture
Kilimanjaro,Mwanga,KISHENGWENI,ward,mixture
Kilimanjaro,Mwanga,KWANGU,ward,mixture
Kilimanjaro,Mwanga,LANGATA,ward,mixture
Kilimanjaro,Mwanga,MAGHARE,ward,mixture
Kilimanjaro,Mwanga,MANDAKA,ward,mixture
Kilimanjaro,Mwanga,MGAGAO,ward,mixture
Kilimanjaro,Mwanga,MSANGENI,ward,mixture
Kilimanjaro,Mwanga,NDORWE,ward,mixture
Kilimanjaro,Mwanga,NGUJINI,ward,mixture
Kilimanjaro,Mwanga,NYERERE,ward,mixture
Kilimanjaro,Mwanga,SIMBOMU,ward,mixture
Kilimanjaro,Mwanga,UBANGI,ward,mixture
Kilimanjaro,Mwanga,USANGI DAY,ward,mixture
Kilimanjaro,Mwanga,VUDOI,ward,mixture
Kilimanjaro,Rombo,ALENI,ward,mixture
Kilimanjaro,Rombo,BOONI,ward,mixture
Kilimanjaro,Rombo,BUSTANI,ward,mixture
Kilimanjaro,Rombo,HOLILI,ward,mixture
Kilimanjaro,Rombo,HOROMBO,ward,mixture
Kilimanjaro,Rombo,KAHEUSSERI,ward,mixture
Kilimanjaro,Rombo,KELAMFUA,ward,mixture
Kilimanjaro,Rombo,KENI,ward,mixture
Kilimanjaro,Rombo,KILAMACHO,ward,mixture
Kilimanjaro,Rombo,KIRACHI,ward,mixture
Kilimanjaro,Rombo,KIRONGOCHINI,ward,mixture
Kilimanjaro,Rombo,KISALE,ward,mixture
Kilimanjaro,Rombo,KWAIKURU,ward,mixture
Kilimanjaro,Rombo,KWALAKAMU,ward,mixture
Kilimanjaro,Rombo,MAHIDA,ward,mixture
Kilimanjaro,Rombo,MAKALEMA,ward,mixture
Kilimanjaro,Rombo,MAKI,ward,mixture
Kilimanjaro,Rombo,MAKIIDI,ward,mixture
Kilimanjaro,Rombo,MAMSERA,ward,mixture
Kilimanjaro,Rombo,MASHATI,ward,mixture
Kilimanjaro,Rombo,MATOLO,ward,mixture
Kilimanjaro,Rombo,MAWANDA,ward,mixture
Kilimanjaro,Rombo,MBOMAI,ward,mixture
Kilimanjaro,Rombo,MEMA,ward,mixture
Kilimanjaro,Rombo,MENGENI,ward,mixture
Kilimanjaro,Rombo,MKUU,ward,mixture
Kilimanjaro,Rombo,MLAMBAI,ward,mixture
Kilimanjaro,Rombo,MOTAMBURU,ward,mixture
Kilimanjaro,Rombo,MRAMBA,ward,mixture
Kilimanjaro,Rombo,MRAOKERYO,ward,mixture
Kilimanjaro,Rombo,NANJARA,ward,mixture
Kilimanjaro,Rombo,NDUWENI,ward,mixture
Kilimanjaro,Rombo,NGALEKU,ward,mixture
Kilimanjaro,Rombo,NGARENI,ward,mixture
Kilimanjaro,Rombo,OLELE,ward,mixture
Kilimanjaro,Rombo,SHIMBI,ward,mixture
Kilimanjaro,Rombo,TANYA,ward,mixture
Kilimanjaro,Rombo,TARAKEA,ward,mixture
Kilimanjaro,Rombo,UBAA,ward,mixture
Kilimanjaro,Rombo,UMARINI,ward,mixture
Kilimanjaro,Rombo,URAURI,ward,mixture
Kilimanjaro,Same,BANGALALA,ward,mixture
Kilimanjaro,Same,BEMKO,ward,mixture
Kilimanjaro,Same,BOMBO,ward,mixture
Kilimanjaro,Same,CHALAO,ward,mixture
Kilimanjaro,Same,CHANJAGAA,ward,mixture
Kilimanjaro,Same,CHAUKA,ward,mixture
Kilimanjaro,Same,GONJA,ward,mixture
Kilimanjaro,Same,KASEMPOMBE,ward,mixture
Kilimanjaro,Same,KAZITA,ward,mixture
Kilimanjaro,Same,KIBACHA,ward,mixture
Kilimanjaro,Same,KIGANGO,ward,mixture
Kilimanjaro,Same,KIHURIO,ward,mixture
Kilimanjaro,Same,KIMALA,ward,mixture
Kilimanjaro,Same,KIRANGARE,ward,mixture
Kilimanjaro,Same,KISIWANI,ward,mixture
Kilimanjaro,Same,KWAKOKO,ward,mixture
Kilimanjaro,Same,KWAMBEGU,ward,mixture
Kilimanjaro,Same,KWIZU,ward,mixture
Kilimanjaro,Same,LUGULU,ward,mixture
Kilimanjaro,Same,MABILIONI,ward,mixture
Kilimanjaro,Same,MADIVENI,ward,mixture
Kilimanjaro,Same,MAKANYA,ward,mixture
Kilimanjaro,Same,MALINDI,ward,mixture
Kilimanjaro,Same,MANGA,ward,mixture
Kilimanjaro,Same,MASHEKO,ward,mixture
Kilimanjaro,Same,MKOMBOZI,ward,mixture
Kilimanjaro,Same,MOIPO,ward,mixture
Kilimanjaro,Same,MTII,ward,mixture
Kilimanjaro,Same,MVUREKONGEI,ward,mixture
Kilimanjaro,Same,MYAMBA,ward,mixture
Kilimanjaro,Same,NDUNGU,ward,mixture
Kilimanjaro,Same,NJORO MIGHARA,ward,mixture
Kilimanjaro,Same,NTENGA,ward,mixture
Kilimanjaro,Same,PARENI,ward,mixture
Kilimanjaro,Same,SAME,ward,mixture
Kilimanjaro,Same,SAWENI,ward,mixture
Kilimanjaro,Same,TAE,ward,mixture
Kilimanjaro,Same,VUDEE,ward,mixture
Kilimanjaro,Same,VUMARI,ward,mixture
Kilimanjaro,Same,VUNTA,ward,mixture
Kilimanjaro,Siha,DAHANI,ward,mixture
Kilimanjaro,Siha,ESINYARI,ward,mixture
Kilimanjaro,Siha,FUKA,ward,mixture
Kilimanjaro,Siha,KARANSI,ward,mixture
Kilimanjaro,Siha,KILINGI,ward,mixture
Kilimanjaro,Siha,KISHISHA,ward,mixture
Kilimanjaro,Siha,MAGADINI,ward,mixture
Kilimanjaro,Siha,MATADI,ward,mixture
Kilimanjaro,Siha,NAMWAI,ward,mixture
Kilimanjaro,Siha,NURU,ward,mixture
Kilimanjaro,Siha,OSHARA,ward,mixture
Kilimanjaro,Siha,SANYA JUU,ward,mixture
Kilimanjaro,Siha,SIKIRARI,ward,mixture
Kilimanjaro,Siha,SUUMU,ward,mixture
Lindi,Kilwa,ALI MCHUMO,ward,mixture
Lindi,Kilwa,DODOMEZI,ward,mixture
Lindi,Kilwa,ILULU GIRLS,special,female
Lindi,Kilwa,KANDAWALE,ward,mixture
Lindi,Kilwa,KIBATA,ward,mixture
Lindi,Kilwa,KIKANDA,ward,mixture
Lindi,Kilwa,KIKOLE,ward,mixture
Lindi,Kilwa,KILWA,ward,mixture
Lindi,Kilwa,KINJUMBI,ward,mixture
Lindi,Kilwa,KIPATIMU,ward,mixture
Lindi,Kilwa,KIRANJERANJE,ward,mixture
Lindi,Kilwa,KIVINJE,ward,mixture
Lindi,Kilwa,LIKAWAGE,ward,mixture
Lindi,Kilwa,MATANDA,ward,mixture
Lindi,Kilwa,MIBUYUNI,ward,mixture
Lindi,Kilwa,MIGURUWE,ward,mixture
Lindi,Kilwa,MINGUMBI,ward,mixture
Lindi,Kilwa,MITEJA,ward,mixture
Lindi,Kilwa,MITOLE,ward,mixture
Lindi,Kilwa,MPUNYULE,ward,mixture
Lindi,Kilwa,MTANGA,ward,mixture
Lindi,Kilwa,NAKIU,ward,mixture
Lindi,Kilwa,NAMAYUNI,ward,mixture
Lindi,Kilwa,NJINJO,ward,mixture
Lindi,Kilwa,PANDE,ward,mixture
Lindi,Kilwa,SONGOSONGO,ward,mixture
Lindi,Lindi,CHIUTA,ward,mixture
Lindi,Lindi,KITOMANGA,ward,mixture
Lindi,Lindi,KIWALALA,ward,mixture
Lindi,Lindi,LITIPU,ward,mixture
Lindi,Lindi,MADANGWA,ward,mixture
Lindi,Lindi,MAHIWA,ward,mixture
Lindi,Lindi,MANDWANGA,ward,mixture
Lindi,Lindi,MBAWE,ward,mixture
Lindi,Lindi,MCHINGA,ward,mixture
Lindi,Lindi,MILOLA,ward,mixture
Lindi,Lindi,MIPINGO,ward,mixture
Lindi,Lindi,MKOPWE,ward,mixture
Lindi,Lindi,MNARA,ward,mixture
Lindi,Lindi,MNOLELA,ward,mixture
Lindi,Lindi,MTAMA,ward,mixture
Lindi,Lindi,MTUA,ward,mixture
Lindi,Lindi,MVULENI,ward,mixture
Lindi,Lindi,NAHUKAHUKA,ward,mixture
Lindi,Lindi,NAMANGALE,ward,mixture
Lindi,Lindi,NAMUPA,ward,mixture
Lindi,Lindi,NANGARU,ward,mixture
Lindi,Lindi,NYENGEDI,ward,mixture
Lindi,Lindi,RUTAMBA,ward,mixture
Lindi,Lindi cbd,ANGAZA,ward,mixture
Lindi,Lindi cbd,CHIKONJI,ward,mixture
Lindi,Lindi cbd,KINENGENE,ward,mixture
Lindi,Lindi cbd,LINDI,ward,mixture
Lindi,Lindi cbd,MINGOYO,ward,mixture
Lindi,Lindi cbd,MITWERO,ward,mixture
Lindi,Lindi cbd,MKONGE,ward,mixture
Lindi,Lindi cbd,NGAPA,ward,mixture
Lindi,Lindi cbd,NGONGO,ward,mixture
Lindi,Liwale,ANNA MAGOWA,ward,mixture
Lindi,Liwale,BARIKIWA,ward,mixture
Lindi,Liwale,HANGAI,ward,mixture
Lindi,Liwale,KIANGARA,ward,mixture
Lindi,Liwale,KIBUTUKA,ward,mixture
Lindi,Liwale,KIKULYUNGU,ward,mixture
Lindi,Liwale,LIKONGOWELE,ward,mixture
Lindi,Liwale,LIWALE,ward,mixture
Lindi,Liwale,MAKATA,ward,mixture
Lindi,Liwale,MIHUMO,ward,mixture
Lindi,Liwale,MILINA,ward,mixture
Lindi,Liwale,MIRUI,ward,mixture
Lindi,Liwale,MLEMBWE,ward,mixture
Lindi,Liwale,NANGANO,ward,mixture
Lindi,Liwale,NICODEMUS BANDUKA,ward,mixture
Lindi,Liwale,RASHIDI MFAUME KAWAWA,ward,mixture
Lindi,Nachingwea,CHIOLA,ward,mixture
Lindi,Nachingwea,FARM 17,ward,mixture
Lindi,Nachingwea,KIEGEI,ward,mixture
Lindi,Nachingwea,KILIMARONDO,ward,mixture
Lindi,Nachingwea,KIPARA,ward,mixture
Lindi,Nachingwea,KIPAUMBELE,ward,mixture
Lindi,Nachingwea,LIONJA,ward,mixture
Lindi,Nachingwea,MARAMBO,ward,mixture
Lindi,Nachingwea,MATEKWE,ward,mixture
Lindi,Nachingwea,MBONDO,ward,mixture
Lindi,Nachingwea,MISUFINI,ward,mixture
Lindi,Nachingwea,MKOKA,ward,mixture
Lindi,Nachingwea,MKOTOKUYANA,ward,mixture
Lindi,Nachingwea,MNERO,ward,mixture
Lindi,Nachingwea,NACHINGWEA DAY,ward,mixture
Lindi,Nachingwea,NACHINGWEA GIRLS,special,female
Lindi,Nachingwea,NAIPANGA,ward,mixture
Lindi,Nachingwea,NAIPINGO,ward,mixture
Lindi,Nachingwea,NAMAPWIA,ward,mixture
Lindi,Nachingwea,NAMATULA,ward,mixture
Lindi,Nachingwea,NAMBAMBO,ward,mixture
Lindi,Nachingwea,NAMIKANGO,ward,mixture
Lindi,Nachingwea,NDANGALIMBO,ward,mixture
Lindi,Nachingwea,NDITI,ward,mixture
Lindi,Nachingwea,NDOMONI,ward,mixture
Lindi,Nachingwea,RUPONDA,ward,mixture
Lindi,Nachingwea,STESHENI,ward,mixture
Lindi,Ruangwa,CHIENJERE,ward,mixture
Lindi,Ruangwa,CHINONGWE,ward,mixture
Lindi,Ruangwa,CHUNYU,ward,mixture
Lindi,Ruangwa,HAWA MCHOPA,ward,mixture
Lindi,Ruangwa,KASSIM MAJALIWA,ward,mixture
Lindi,Ruangwa,LIKUNJA,ward,mixture
Lindi,Ruangwa,LIUGURU,ward,mixture
Lindi,Ruangwa,MAKANJIRO,ward,mixture
Lindi,Ruangwa,MANDAWA,ward,mixture
Lindi,Ruangwa,MBEKENYERA,ward,mixture
Lindi,Ruangwa,MNACHO,ward,mixture
Lindi,Ruangwa,NAMBILANJE,ward,mixture
Lindi,Ruangwa,NAMICHIGA,ward,mixture
Lindi,Ruangwa,NARUNGOMBE,ward,mixture
Lindi,Ruangwa,NKOWE,ward,mixture
Lindi,Ruangwa,RUANGWA,ward,mixture
Manyara,Babati,ARRI TSAAYO,ward,mixture
Manyara,Babati,AYALAGAYA,ward,mixture
Manyara,Babati,AYATSEA,ward,mixture
Manyara,Babati,BASHNET,ward,mixture
Manyara,Babati,CHIEF DODO,ward,mixture
Manyara,Babati,DABIL,ward,mixture
Manyara,Babati,DAREDA,ward,mixture
Manyara,Babati,DOHOM,ward,mixture
Manyara,Babati,DURU,ward,mixture
Manyara,Babati,ENDAKISO,ward,mixture
Manyara,Babati,ENDAMANANG,ward,mixture
Manyara,Babati,GALLAPO,ward,mixture
Manyara,Babati,GICHAMEDA,ward,mixture
Manyara,Babati,GIDAS,ward,mixture
Manyara,Babati,GOROWA,ward,mixture
Manyara,Babati,GUSE,ward,mixture
Manyara,Babati,HAITEMBA,ward,mixture
Manyara,Babati,KIRU,ward,mixture
Manyara,Babati,MAGANJWA,ward,mixture
Manyara,Babati,MAGARA,ward,mixture
Manyara,Babati,MAGUGU,ward,mixture
Manyara,Babati,MAMIRE,ward,mixture
Manyara,Babati,MASABEDA,ward,mixture
Manyara,Babati,MATUFA,ward,mixture
Manyara,Babati,MBUGWE,ward,mixture
Manyara,Babati,NAR,ward,mixture
Manyara,Babati,NDEKI,ward,mixture
Manyara,Babati,NKAITI,ward,mixture
Manyara,Babati,QAMEYU,ward,mixture
Manyara,Babati,QASH,ward,mixture
Manyara,Babati,UFANA,ward,mixture
Manyara,Babati,UMAGI,ward,mixture
Manyara,Babati,UTWARI,ward,mixture
Manyara,Babati cbd,BABATI DAY,ward,mixture
Manyara,Babati cbd,BAGARA,ward,mixture
Manyara,Babati cbd,BONGA,ward,mixture
Manyara,Babati cbd,F T SUMAYE,ward,mixture
Manyara,Babati cbd,HANGONI,ward,mixture
Manyara,Babati cbd,KOMOTO,ward,mixture
Manyara,Babati cbd,KWAANGW,ward,mixture
Manyara,Babati cbd,KWARAA,ward,mixture
Manyara,Babati cbd,MUTUKA,ward,mixture
Manyara,Babati cbd,NAKWA,ward,mixture
Manyara,Babati cbd,NANGARA,ward,mixture
Manyara,Babati cbd,SIGINO,ward,mixture
Manyara,Hanang’,BALANGDALALU,special,male
Manyara,Hanang’,BASSODESH,ward,mixture
Manyara,Hanang’,BASSOTU,ward,mixture
Manyara,Hanang’,CHIEF GEJARU,ward,mixture
Manyara,Hanang’,CHIEF GIDOBAT,ward,mixture
Manyara,Hanang’,DANIEL NOUD,ward,mixture
Manyara,Hanang’,DIRMA,ward,mixture
Manyara,Hanang’,DUMBETA,ward,mixture
Manyara,Hanang’,ENDAGAW,ward,mixture
Manyara,Hanang’,ENDASAK,ward,mixture
Manyara,Hanang’,GABADAW,ward,mixture
Manyara,Hanang’,GANANA,ward,mixture
Manyara,Hanang’,GETANUWAS,ward,mixture
Manyara,Hanang’,GIDAHABABIEG,ward,mixture
Manyara,Hanang’,GISAMBALANG,ward,mixture
Manyara,Hanang’,GITTING,ward,mixture
Manyara,Hanang’,HANANG,ward,mixture
Manyara,Hanang’,HIRBADAW,ward,mixture
Manyara,Hanang’,JOROJICK,ward,mixture
Manyara,Hanang’,KATESH,ward,mixture
Manyara,Hanang’,LAGHANGA,ward,mixture
Manyara,Hanang’,MARY NAGU,ward,mixture
Manyara,Hanang’,MASAKTA,ward,mixture
Manyara,Hanang’,MASQARODA,ward,mixture
Manyara,Hanang’,MEASKRON,ward,mixture
Manyara,Hanang’,MULBADAW,ward,mixture
Manyara,Hanang’,MWAHU,ward,mixture
Manyara,Hanang’,NANGWA,ward,mixture
Manyara,Hanang’,SIMBAY,ward,mixture
Manyara,Hanang’,SIROP,ward,mixture
Manyara,Hanang’,SUMAYE,ward,mixture
Manyara,Hanang’,UDANGU,ward,mixture
Manyara,Hanang’,WARETA,ward,mixture
Manyara,Kiteto,BWAKALO,ward,mixture
Manyara,Kiteto,DONGO,ward,mixture
Manyara,Kiteto,DOSIDOSI,ward,mixture
Manyara,Kiteto,ECO,ward,mixture
Manyara,Kiteto,ENGUSERO,ward,mixture
Manyara,Kiteto,KIBAYA,ward,mixture
Manyara,Kiteto,KIJUNGU,ward,mixture
Manyara,Kiteto,KIPERESA,ward,mixture
Manyara,Kiteto,KITETO,ward,mixture
Manyara,Kiteto,LESOIT,ward,mixture
Manyara,Kiteto,MAGUNGU,ward,mixture
Manyara,Kiteto,MATUI,ward,mixture
Manyara,Kiteto,NDEDO,ward,mixture
Manyara,Kiteto,NJORO,ward,mixture
Manyara,Kiteto,ORKINE,ward,mixture
Manyara,Kiteto,PARTIMBO,ward,mixture
Manyara,Kiteto,SUNYA,ward,mixture
Manyara,Mbulu,ALEXANDER SAULO,ward,mixture
Manyara,Mbulu,B N HHANDO,ward,mixture
Manyara,Mbulu,BASHAY,ward,mixture
Manyara,Mbulu,DINAMU,ward,mixture
Manyara,Mbulu,DR OLSEN,ward,mixture
Manyara,Mbulu,ENDOJI,ward,mixture
Manyara,Mbulu,GIDHIM,ward,mixture
Manyara,Mbulu,HAYDERER,ward,mixture
Manyara,Mbulu,HAYDOM,ward,mixture
Manyara,Mbulu,JAKAYA KIKWETE,ward,mixture
Manyara,Mbulu,LABAY,ward,mixture
Manyara,Mbulu,MAGHANG,ward,mixture
Manyara,Mbulu,MAMAKARI,ward,mixture
Manyara,Mbulu,MARETADU,ward,mixture
Manyara,Mbulu,MARETADU JUU,ward,mixture
Manyara,Mbulu,PHILIP MARMO,ward,mixture
Manyara,Mbulu,TUMATI,ward,mixture
Manyara,Mbulu,YAEDA AMPA,ward,mixture
Manyara,Mbulu,YAEDA CHINI,ward,mixture
Manyara,Mbulu,BARGISH,ward,mixture
Manyara,Mbulu,CHIEF SARWATT,ward,mixture
Manyara,Mbulu,DAUDI,ward,mixture
Manyara,Mbulu,DAUDI TEEWI,ward,mixture
Manyara,Mbulu,GEHANDU,ward,mixture
Manyara,Mbulu,GUNYODA,ward,mixture
Manyara,Mbulu,HHAYNU,ward,mixture
Manyara,Mbulu,KAINAM,ward,mixture
Manyara,Mbulu,MURRAY,ward,mixture
Manyara,Mbulu,NAMBIS,ward,mixture
Manyara,Mbulu,NOWU,ward,mixture
Manyara,Mbulu,SILALODA,ward,mixture
Manyara,Mbulu,SINGLAND,ward,mixture
Manyara,Mbulu,SOHEDA,ward,mixture
Manyara,Mbulu,TLAWI,ward,mixture
Manyara,Simanjiro,EMBOREET,ward,mixture
Manyara,Simanjiro,ENGENO,ward,mixture
Manyara,Simanjiro,EWONGON,ward,mixture
Manyara,Simanjiro,LOIBORSIRET,ward,mixture
Manyara,Simanjiro,LOIBORSOIT,ward,mixture
Manyara,Simanjiro,MERERANI,ward,mixture
Manyara,Simanjiro,MSITU WA TEMBO,ward,mixture
Manyara,Simanjiro,NABERERA,ward,mixture
Manyara,Simanjiro,NAISINYAI,ward,mixture
Manyara,Simanjiro,NYUMBA YA MUNGU,ward,mixture
Manyara,Simanjiro,OLJORO NA 5,ward,mixture
Manyara,Simanjiro,RUVU REMMIT,ward,mixture
Manyara,Simanjiro,SHAMBARAI,ward,mixture
Manyara,Simanjiro,SIMANJIRO,ward,mixture
Manyara,Simanjiro,TANZANITE,ward,mixture
Manyara,Simanjiro,TERRAT,ward,mixture
Mara,Bunda,BULAMBA,ward,mixture
Mara,Bunda,CHAMRIHO,ward,mixture
Mara,Bunda,CHISORYA,ward,mixture
Mara,Bunda,CHITENGULE,ward,mixture
Mara,Bunda,ESPERANTO,ward,mixture
Mara,Bunda,HUNYARI,ward,mixture
Mara,Bunda,KWIRAMBA,ward,mixture
Mara,Bunda,MAKONGORO,ward,mixture
Mara,Bunda,MEKOMARIRO,ward,mixture
Mara,Bunda,MIHINGO,ward,mixture
Mara,Bunda,MURANDA,ward,mixture
Mara,Bunda,MWIBARA,ward,mixture
Mara,Bunda,MWIGUNDU,ward,mixture
Mara,Bunda,NANSIMO,ward,mixture
Mara,Bunda,NYAMANGUTA,ward,mixture
Mara,Bunda,NYERUMA,ward,mixture
Mara,Bunda,SALAMA,ward,mixture
Mara,Bunda,BUNDA,ward,mixture
Mara,Bunda,DR NCHIMBI,ward,mixture
Mara,Bunda,GUTA,ward,mixture
Mara,Bunda,KABASA,ward,mixture
Mara,Bunda,KUNZUGU,ward,mixture
Mara,Bunda,NYIENDO,ward,mixture
Mara,Bunda,RUBANA,ward,mixture
Mara,Bunda,SAZIRA,ward,mixture
Mara,Bunda,SIZAKI,ward,mixture
Mara,Bunda,WARIKU,ward,mixture
Mara,Butiama,BARANGA,ward,mixture
Mara,Butiama,BUHEMBA,ward,mixture
Mara,Butiama,BUKO,ward,mixture
Mara,Butiama,BUMANGI,ward,mixture
Mara,Butiama,BUMASWA,ward,mixture
Mara,Butiama,BURUMA,ward,mixture
Mara,Butiama,BUTIAMA,ward,mixture
Mara,Butiama,BUTUGURI,ward,mixture
Mara,Butiama,CHIEF IHUNYO,ward,mixture
Mara,Butiama,KEMORAMBA,ward,mixture
Mara,Butiama,KIABAKARI,ward,mixture
Mara,Butiama,KIAGATA,ward,mixture
Mara,Butiama,KUKIRANGO,ward,mixture
Mara,Butiama,KYANYARI,ward,mixture
Mara,Butiama,MASABA,ward,mixture
Mara,Butiama,MIRWA,ward,mixture
Mara,Butiama,MKONO,ward,mixture
Mara,Butiama,MMAZAMI,ward,mixture
Mara,Butiama,WEGERO,ward,mixture
Mara,Musoma cbd,BUGWEMA,ward,mixture
Mara,Musoma cbd,BUKIMA,ward,mixture
Mara,Musoma cbd,BULINGA,ward,mixture
Mara,Musoma cbd,ETARO,ward,mixture
Mara,Musoma cbd,KASOMA,ward,mixture
Mara,Musoma cbd,KIRIBA,ward,mixture
Mara,Musoma cbd,MABUI,ward,mixture
Mara,Musoma cbd,MAKOJO,ward,mixture
Mara,Musoma cbd,MKIRIRA,ward,mixture
Mara,Musoma cbd,MTIRO,ward,mixture
Mara,Musoma cbd,MUGANGO,ward,mixture
Mara,Musoma cbd,MURANGI,ward,mixture
Mara,Musoma cbd,NYAKATENDE,ward,mixture
Mara,Musoma cbd,NYAMBONO,ward,mixture
Mara,Musoma cbd,NYANJA,ward,mixture
Mara,Musoma cbd,RUSOLI,ward,mixture
Mara,Musoma cbd,SUGUTI,ward,mixture
Mara,Musoma cbd,TEGERUKA,ward,mixture
Mara,Musoma cbd,BARUTI,ward,mixture
Mara,Musoma cbd,BUHARE,ward,mixture
Mara,Musoma cbd,BWERI,ward,mixture
Mara,Musoma cbd,IRINGO,ward,mixture
Mara,Musoma cbd,KAMUNYONGE,ward,mixture
Mara,Musoma cbd,KIARA,ward,mixture
Mara,Musoma cbd,MAKOKO,ward,mixture
Mara,Musoma cbd,MARA,ward,mixture
Mara,Musoma cbd,MOREMBE,ward,mixture
Mara,Musoma cbd,MSHIKAMANO,ward,mixture
Mara,Musoma cbd,MUKENDO,ward,mixture
Mara,Musoma cbd,MUSOMA UFUNDI,ward,mixture
Mara,Musoma cbd,MWISENGE,ward,mixture
Mara,Musoma cbd,NYABISARE,ward,mixture
Mara,Musoma cbd,NYAMIONGO,ward,mixture
Mara,Musoma cbd,NYAMITWEBIRI,ward,mixture
Mara,Musoma cbd,NYASHO,ward,mixture
Mara,Musoma cbd,SONGE,special,female
Mara,Rorya,BUKAMA,ward,mixture
Mara,Rorya,BUKURA,ward,mixture
Mara,Rorya,BUKWE,ward,mixture
Mara,Rorya,BUTURI,ward,mixture
Mara,Rorya,CHARYA,ward,mixture
Mara,Rorya,GORIBE,ward,mixture
Mara,Rorya,KATURU,ward,mixture
Mara,Rorya,KINYENCHE,ward,mixture
Mara,Rorya,KIROGO,ward,mixture
Mara,Rorya,KISUMWA,ward,mixture
Mara,Rorya,KUKONA,ward,mixture
Mara,Rorya,KWIBUSE,ward,mixture
Mara,Rorya,KYANGOMBE,ward,mixture
Mara,Rorya,MIRARE,ward,mixture
Mara,Rorya,MUSA AKASHA,ward,mixture
Mara,Rorya,NGASARO,ward,mixture
Mara,Rorya,NYABIWE,ward,mixture
Mara,Rorya,NYAMAGARO,ward,mixture
Mara,Rorya,NYAMASANDA,ward,mixture
Mara,Rorya,NYAMTINGA,ward,mixture
Mara,Rorya,NYAMUNGA,ward,mixture
Mara,Rorya,NYANDUGA,ward,mixture
Mara,Rorya,NYATHOROGO,ward,mixture
Mara,Rorya,NYIHARA,ward,mixture
Mara,Rorya,PASTOR RAPHAEL ODUNGA,ward,mixture
